window	n_pairs	pairs	chrom	start	max_fst	min_snps	kind
18:5550000	1	K3_vs_K5	18	5550000	0.28563	74	group-driven
14:17700000	1	K3_vs_K7	14	17700000	0.285311	57	group-driven
11:4300000	1	K3_vs_K5	11	4300000	0.285123	76	group-driven
16:22700000	1	K4_vs_K5	16	22700000	0.283573	53	group-driven
11:10250000	1	K3_vs_K7	11	10250000	0.2829	100	group-driven
8:20900000	1	K2_vs_K3	8	20900000	0.282886	45	group-driven
3:2650000	1	K1_vs_K2	3	2650000	0.28174	68	group-driven
1:23400000	1	K4_vs_K5	1	23400000	0.281576	89	group-driven
1:23450000	1	K4_vs_K5	1	23450000	0.281576	89	group-driven
12:8700000	1	K5_vs_K7	12	8700000	0.280833	89	group-driven
12:8750000	1	K5_vs_K7	12	8750000	0.280833	89	group-driven
3:9650000	1	K2_vs_K4	3	9650000	0.280697	149	group-driven
3:9700000	1	K2_vs_K4	3	9700000	0.280697	149	group-driven
6:5050000	1	K1_vs_K5	6	5050000	0.279614	70	group-driven
6:5100000	1	K1_vs_K5	6	5100000	0.279614	70	group-driven
11:12450000	1	K3_vs_K7	11	12450000	0.278992	61	group-driven
18:21000000	1	K3_vs_K7	18	21000000	0.278032	43	group-driven
16:7850000	1	K1_vs_K2	16	7850000	0.277898	413	group-driven
16:7950000	1	K1_vs_K2	16	7950000	0.277898	413	group-driven
6:17700000	1	K4_vs_K7	6	17700000	0.276198	101	group-driven
6:19200000	1	K3_vs_K5	6	19200000	0.276189	63	group-driven
19:7450000	1	K3_vs_K7	19	7450000	0.275981	62	group-driven
18:34650000	1	K1_vs_K7	18	34650000	0.275844	56	group-driven
14:5700000	1	K4_vs_K7	14	5700000	0.275754	55	group-driven
14:17500000	1	K3_vs_K7	14	17500000	0.275621	36	group-driven
4:23450000	1	K4_vs_K7	4	23450000	0.275182	46	group-driven
15:5100000	1	K2_vs_K3	15	5100000	0.275045	32	group-driven
4:23850000	1	K3_vs_K7	4	23850000	0.274919	31	group-driven
5:6150000	1	K1_vs_K7	5	6150000	0.274696	64	group-driven
11:14800000	1	K1_vs_K5	11	14800000	0.273992	95	group-driven
14:550000	1	K4_vs_K7	14	550000	0.273557	41	group-driven
8:12950000	1	K4_vs_K7	8	12950000	0.27303	50	group-driven
8:21550000	1	K2_vs_K3	8	21550000	0.272398	74	group-driven
18:7800000	1	K1_vs_K5	18	7800000	0.271843	99	group-driven
9:3000000	1	K1_vs_K5	9	3000000	0.269876	89	group-driven
5:5550000	1	K3_vs_K5	5	5550000	0.269755	76	group-driven
5:2550000	1	K4_vs_K7	5	2550000	0.269716	74	group-driven
8:15600000	1	K4_vs_K5	8	15600000	0.269045	24	group-driven
19:1900000	1	K3_vs_K5	19	1900000	0.2688	28	group-driven
14:28150000	1	K3_vs_K5	14	28150000	0.268771	107	group-driven
14:28200000	1	K3_vs_K5	14	28200000	0.268771	107	group-driven
15:22100000	1	K2_vs_K4	15	22100000	0.268585	96	group-driven
14:7100000	1	K4_vs_K6	14	7100000	0.268384	267	group-driven
14:7150000	1	K4_vs_K6	14	7150000	0.268384	267	group-driven
14:7200000	1	K4_vs_K6	14	7200000	0.268384	267	group-driven
14:7250000	1	K4_vs_K6	14	7250000	0.268384	267	group-driven
14:7300000	1	K4_vs_K6	14	7300000	0.268384	267	group-driven
14:7350000	1	K4_vs_K6	14	7350000	0.268384	267	group-driven
14:7400000	1	K4_vs_K6	14	7400000	0.268384	267	group-driven
1:4800000	1	K3_vs_K5	1	4800000	0.267657	49	group-driven
1:15850000	1	K4_vs_K7	1	15850000	0.267369	53	group-driven
11:3000000	1	K1_vs_K5	11	3000000	0.266381	132	group-driven
13:14850000	1	K1_vs_K5	13	14850000	0.266125	238	group-driven
13:14900000	1	K1_vs_K5	13	14900000	0.266125	238	group-driven
4:19350000	1	K1_vs_K7	4	19350000	0.265867	33	group-driven
14:27850000	1	K3_vs_K5	14	27850000	0.265855	44	group-driven
7:2200000	1	K1_vs_K5	7	2200000	0.26556	134	group-driven
7:2250000	1	K1_vs_K5	7	2250000	0.26556	134	group-driven
5:6200000	1	K3_vs_K5	5	6200000	0.264801	35	group-driven
13:27550000	1	K4_vs_K7	13	27550000	0.264593	36	group-driven
8:17450000	1	K5_vs_K7	8	17450000	0.264144	287	group-driven
8:17500000	1	K5_vs_K7	8	17500000	0.264144	287	group-driven
17:12400000	1	K4_vs_K5	17	12400000	0.263849	51	group-driven
9:7000000	1	K2_vs_K3	9	7000000	0.263606	188	group-driven
4:10900000	1	K2_vs_K3	4	10900000	0.263329	74	group-driven
10:8050000	1	K2_vs_K4	10	8050000	0.262431	43	group-driven
9:14200000	1	K2_vs_K7	9	14200000	0.262233	332	group-driven
9:14250000	1	K2_vs_K7	9	14250000	0.262233	332	group-driven
9:5000000	1	K1_vs_K7	9	5000000	0.261787	123	group-driven
3:3300000	1	K4_vs_K7	3	3300000	0.261733	50	group-driven
8:21300000	1	K2_vs_K4	8	21300000	0.261644	140	group-driven
8:21350000	1	K2_vs_K4	8	21350000	0.261644	140	group-driven
8:21400000	1	K2_vs_K4	8	21400000	0.261644	140	group-driven
19:3950000	1	K2_vs_K3	19	3950000	0.261426	38	group-driven
8:1750000	1	K2_vs_K3	8	1750000	0.261395	56	group-driven
17:6550000	1	K2_vs_K7	17	6550000	0.261153	137	group-driven
17:6600000	1	K2_vs_K7	17	6600000	0.261153	137	group-driven
17:6650000	1	K2_vs_K7	17	6650000	0.261153	137	group-driven
17:6800000	1	K2_vs_K7	17	6800000	0.261153	137	group-driven
14:17650000	1	K4_vs_K7	14	17650000	0.261128	92	group-driven
4:6700000	1	K4_vs_K5	4	6700000	0.261121	56	group-driven
13:2150000	1	K2_vs_K3	13	2150000	0.261003	52	group-driven
5:5700000	1	K1_vs_K7	5	5700000	0.260669	67	group-driven
5:25250000	1	K2_vs_K3	5	25250000	0.260572	77	group-driven
8:12800000	1	K4_vs_K7	8	12800000	0.26047	45	group-driven
11:12700000	1	K3_vs_K5	11	12700000	0.260379	283	group-driven
11:12800000	1	K3_vs_K5	11	12800000	0.260379	283	group-driven
1:22900000	1	K4_vs_K5	1	22900000	0.260271	109	group-driven
1:22950000	1	K4_vs_K5	1	22950000	0.260271	109	group-driven
1:23000000	1	K4_vs_K5	1	23000000	0.260271	109	group-driven
1:23050000	1	K4_vs_K5	1	23050000	0.260271	109	group-driven
7:26050000	1	K1_vs_K7	7	26050000	0.259612	65	group-driven
11:2950000	1	K4_vs_K7	11	2950000	0.259586	23	group-driven
13:2600000	1	K1_vs_K5	13	2600000	0.259411	42	group-driven
18:850000	1	K2_vs_K4	18	850000	0.259185	41	group-driven
7:15250000	1	K2_vs_K3	7	15250000	0.259137	115	group-driven
10:12300000	1	K1_vs_K7	10	12300000	0.259082	130	group-driven
10:12350000	1	K1_vs_K7	10	12350000	0.259082	130	group-driven
1:14550000	1	K4_vs_K5	1	14550000	0.258983	125	group-driven
1:14600000	1	K4_vs_K5	1	14600000	0.258983	125	group-driven
18:12200000	1	K3_vs_K5	18	12200000	0.258399	40	group-driven
1:22000000	1	K4_vs_K5	1	22000000	0.258146	66	group-driven
10:16300000	1	K1_vs_K2	10	16300000	0.258082	56	group-driven
18:8300000	1	K2_vs_K3	18	8300000	0.257906	47	group-driven
5:14850000	1	K3_vs_K5	5	14850000	0.257592	26	group-driven
2:3800000	1	K1_vs_K5	2	3800000	0.257545	45	group-driven
11:11400000	1	K3_vs_K5	11	11400000	0.257476	126	group-driven
1:8700000	1	K4_vs_K7	1	8700000	0.256528	67	group-driven
16:5150000	1	K1_vs_K7	16	5150000	0.256338	63	group-driven
6:7900000	1	K3_vs_K5	6	7900000	0.255811	35	group-driven
7:15050000	1	K3_vs_K6	7	15050000	0.255543	54	group-driven
17:7150000	1	K5_vs_K6	17	7150000	0.255508	166	group-driven
17:7200000	1	K5_vs_K6	17	7200000	0.255508	166	group-driven
3:7550000	1	K2_vs_K3	3	7550000	0.255425	51	group-driven
8:4300000	1	K2_vs_K4	8	4300000	0.255181	158	group-driven
8:4350000	1	K2_vs_K4	8	4350000	0.255181	158	group-driven
4:2950000	1	K1_vs_K2	4	2950000	0.255163	62	group-driven
9:8700000	1	K2_vs_K3	9	8700000	0.255131	105	group-driven
8:10500000	1	K2_vs_K5	8	10500000	0.255057	243	group-driven
8:10550000	1	K2_vs_K5	8	10550000	0.255057	243	group-driven
8:10650000	1	K2_vs_K5	8	10650000	0.255057	243	group-driven
8:10700000	1	K2_vs_K5	8	10700000	0.255057	243	group-driven
8:10750000	1	K2_vs_K5	8	10750000	0.255057	243	group-driven
5:20150000	1	K1_vs_K7	5	20150000	0.254261	78	group-driven
9:5750000	1	K2_vs_K3	9	5750000	0.254187	57	group-driven
4:750000	1	K1_vs_K5	4	750000	0.25397	158	group-driven
7:26200000	1	K5_vs_K7	7	26200000	0.253609	35	group-driven
11:14950000	1	K1_vs_K5	11	14950000	0.253606	79	group-driven
1:11450000	1	K5_vs_K7	1	11450000	0.25354	20	group-driven
4:21650000	1	K1_vs_K5	4	21650000	0.253233	126	group-driven
13:7100000	1	K1_vs_K7	13	7100000	0.253208	299	group-driven
10:17750000	1	K2_vs_K3	10	17750000	0.252754	242	group-driven
10:17800000	1	K2_vs_K3	10	17800000	0.252754	242	group-driven
10:17850000	1	K2_vs_K3	10	17850000	0.252754	242	group-driven
9:19750000	1	K2_vs_K5	9	19750000	0.252734	153	group-driven
12:7050000	1	K4_vs_K5	12	7050000	0.252519	65	group-driven
16:17500000	1	K1_vs_K7	16	17500000	0.252357	111	group-driven
2:1450000	1	K2_vs_K4	2	1450000	0.252131	25	group-driven
1:18550000	1	K4_vs_K5	1	18550000	0.252058	67	group-driven
2:1800000	1	K4_vs_K5	2	1800000	0.252058	21	group-driven
19:3700000	1	K2_vs_K3	19	3700000	0.251765	25	group-driven
2:2000000	1	K2_vs_K5	2	2000000	0.251504	93	group-driven
2:2050000	1	K2_vs_K5	2	2050000	0.251504	93	group-driven
4:5400000	1	K1_vs_K5	4	5400000	0.251449	67	group-driven
1:6150000	1	K1_vs_K5	1	6150000	0.251199	66	group-driven
2:4050000	1	K2_vs_K3	2	4050000	0.250909	23	group-driven
18:10350000	1	K1_vs_K5	18	10350000	0.250832	59	group-driven
7:15650000	1	K3_vs_K6	7	15650000	0.250019	85	group-driven
9:17900000	1	K3_vs_K6	9	17900000	0.249973	190	group-driven
9:17950000	1	K3_vs_K6	9	17950000	0.249973	190	group-driven
3:10850000	1	K2_vs_K3	3	10850000	0.249857	109	group-driven
2:5550000	1	K1_vs_K2	2	5550000	0.249461	51	group-driven
8:15950000	1	K4_vs_K5	8	15950000	0.24908	73	group-driven
8:16000000	1	K4_vs_K5	8	16000000	0.24908	73	group-driven
8:3800000	1	K2_vs_K4	8	3800000	0.248576	116	group-driven
8:3850000	1	K2_vs_K4	8	3850000	0.248576	116	group-driven
8:3900000	1	K2_vs_K4	8	3900000	0.248576	116	group-driven
9:18350000	1	K2_vs_K3	9	18350000	0.248424	140	group-driven
4:7600000	1	K2_vs_K3	4	7600000	0.248377	54	group-driven
10:12950000	1	K2_vs_K3	10	12950000	0.248279	95	group-driven
14:1250000	1	K1_vs_K7	14	1250000	0.248275	54	group-driven
7:18750000	1	K1_vs_K2	7	18750000	0.247945	51	group-driven
8:16950000	1	K4_vs_K5	8	16950000	0.247858	40	group-driven
5:5850000	1	K1_vs_K7	5	5850000	0.24774	58	group-driven
13:14450000	1	K1_vs_K5	13	14450000	0.24768	88	group-driven
13:14500000	1	K1_vs_K5	13	14500000	0.24768	88	group-driven
13:14550000	1	K1_vs_K5	13	14550000	0.24768	88	group-driven
14:12600000	1	K1_vs_K7	14	12600000	0.24713	57	group-driven
9:6750000	1	K1_vs_K7	9	6750000	0.246703	93	group-driven
16:12750000	1	K1_vs_K7	16	12750000	0.246669	133	group-driven
10:4750000	1	K1_vs_K2	10	4750000	0.246273	23	group-driven
8:13700000	1	K2_vs_K4	8	13700000	0.245552	42	group-driven
10:16450000	1	K1_vs_K7	10	16450000	0.245214	29	group-driven
10:700000	1	K1_vs_K2	10	700000	0.245085	60	group-driven
17:8300000	1	K4_vs_K5	17	8300000	0.244826	97	group-driven
17:8350000	1	K4_vs_K5	17	8350000	0.244826	97	group-driven
6:16500000	1	K4_vs_K5	6	16500000	0.244426	133	group-driven
6:3400000	1	K1_vs_K6	6	3400000	0.243755	43	group-driven
15:15800000	1	K1_vs_K7	15	15800000	0.243512	61	group-driven
8:14200000	1	K4_vs_K5	8	14200000	0.243342	27	group-driven
2:4350000	1	K5_vs_K6	2	4350000	0.24326	195	group-driven
2:4400000	1	K5_vs_K6	2	4400000	0.24326	195	group-driven
9:3100000	1	K1_vs_K2	9	3100000	0.242778	82	group-driven
10:8550000	1	K2_vs_K4	10	8550000	0.242745	163	group-driven
10:8600000	1	K2_vs_K4	10	8600000	0.242745	163	group-driven
10:8650000	1	K2_vs_K4	10	8650000	0.242745	163	group-driven
9:3550000	1	K1_vs_K2	9	3550000	0.242228	118	group-driven
8:1800000	1	K2_vs_K4	8	1800000	0.242196	42	group-driven
9:11100000	1	K1_vs_K2	9	11100000	0.241574	71	group-driven
6:19100000	1	K2_vs_K4	6	19100000	0.241424	53	group-driven
19:22950000	1	K1_vs_K7	19	22950000	0.241171	56	group-driven
18:22550000	1	K2_vs_K7	18	22550000	0.24115	253	group-driven
2:5900000	1	K1_vs_K7	2	5900000	0.241052	72	group-driven
13:16800000	1	K1_vs_K5	13	16800000	0.240557	48	group-driven
8:19800000	1	K1_vs_K2	8	19800000	0.24048	50	group-driven
5:19750000	1	K1_vs_K7	5	19750000	0.240412	37	group-driven
3:9450000	1	K2_vs_K4	3	9450000	0.240104	40	group-driven
9:20950000	1	K1_vs_K2	9	20950000	0.23999	78	group-driven
3:2850000	1	K1_vs_K2	3	2850000	0.239975	25	group-driven
13:6300000	1	K1_vs_K7	13	6300000	0.2392	73	group-driven
12:4100000	1	K1_vs_K5	12	4100000	0.238737	36	group-driven
7:3350000	1	K5_vs_K7	7	3350000	0.238113	171	group-driven
7:3400000	1	K5_vs_K7	7	3400000	0.238113	171	group-driven
7:3450000	1	K5_vs_K7	7	3450000	0.238113	171	group-driven
7:3500000	1	K5_vs_K7	7	3500000	0.238113	171	group-driven
18:9850000	1	K5_vs_K7	18	9850000	0.238108	57	group-driven
4:13750000	1	K1_vs_K6	4	13750000	0.236433	240	group-driven
4:13800000	1	K1_vs_K6	4	13800000	0.236433	240	group-driven
4:13950000	1	K1_vs_K6	4	13950000	0.236433	240	group-driven
4:14000000	1	K1_vs_K6	4	14000000	0.236433	240	group-driven
4:14050000	1	K1_vs_K6	4	14050000	0.236433	240	group-driven
4:14100000	1	K1_vs_K6	4	14100000	0.236433	240	group-driven
8:18500000	1	K5_vs_K7	8	18500000	0.235584	22	group-driven
4:1750000	1	K5_vs_K7	4	1750000	0.235368	42	group-driven
4:22800000	1	K6_vs_K7	4	22800000	0.234624	51	group-driven
17:12850000	1	K1_vs_K6	17	12850000	0.234533	39	group-driven
9:7200000	1	K2_vs_K7	9	7200000	0.233889	23	group-driven
18:4900000	1	K5_vs_K7	18	4900000	0.233518	55	group-driven
6:4550000	1	K5_vs_K7	6	4550000	0.233356	96	group-driven
6:4600000	1	K5_vs_K7	6	4600000	0.233356	96	group-driven
18:33750000	1	K2_vs_K4	18	33750000	0.232812	68	group-driven
4:1000000	1	K3_vs_K6	4	1000000	0.232455	65	group-driven
13:5500000	1	K1_vs_K6	13	5500000	0.231416	87	group-driven
8:1450000	1	K3_vs_K6	8	1450000	0.230973	27	group-driven
3:11300000	1	K2_vs_K4	3	11300000	0.230435	180	group-driven
3:11350000	1	K2_vs_K4	3	11350000	0.230435	180	group-driven
9:4400000	1	K2_vs_K7	9	4400000	0.230092	56	group-driven
14:1150000	1	K5_vs_K6	14	1150000	0.22958	142	group-driven
18:23550000	1	K3_vs_K6	18	23550000	0.22913	66	group-driven
1:12800000	1	K2_vs_K7	1	12800000	0.228694	288	group-driven
1:12850000	1	K2_vs_K7	1	12850000	0.228694	288	group-driven
10:5850000	1	K2_vs_K7	10	5850000	0.22867	147	group-driven
10:6000000	1	K2_vs_K7	10	6000000	0.22867	147	group-driven
10:6050000	1	K2_vs_K7	10	6050000	0.22867	147	group-driven
18:5400000	1	K5_vs_K7	18	5400000	0.227898	65	group-driven
10:11250000	1	K2_vs_K4	10	11250000	0.227542	114	group-driven
11:4250000	1	K5_vs_K7	11	4250000	0.226962	31	group-driven
10:5550000	1	K2_vs_K7	10	5550000	0.226602	26	group-driven
7:7150000	1	K3_vs_K6	7	7150000	0.226517	169	group-driven
12:21350000	1	K5_vs_K7	12	21350000	0.226026	44	group-driven
9:16450000	1	K2_vs_K4	9	16450000	0.225684	60	group-driven
4:2700000	1	K5_vs_K7	4	2700000	0.225454	45	group-driven
17:7750000	1	K2_vs_K7	17	7750000	0.22535	51	group-driven
17:8050000	1	K2_vs_K5	17	8050000	0.225205	20	group-driven
5:11400000	1	K6_vs_K7	5	11400000	0.224916	134	group-driven
5:11450000	1	K6_vs_K7	5	11450000	0.224916	134	group-driven
5:11500000	1	K6_vs_K7	5	11500000	0.224916	134	group-driven
18:12050000	1	K2_vs_K5	18	12050000	0.224362	182	group-driven
1:1750000	1	K5_vs_K7	1	1750000	0.22396	49	group-driven
5:20000000	1	K5_vs_K7	5	20000000	0.223764	79	group-driven
18:13750000	1	K1_vs_K6	18	13750000	0.223423	49	group-driven
7:2150000	1	K5_vs_K7	7	2150000	0.223355	44	group-driven
7:22600000	1	K1_vs_K6	7	22600000	0.223078	28	group-driven
5:17300000	1	K6_vs_K7	5	17300000	0.222933	110	group-driven
7:26550000	1	K5_vs_K7	7	26550000	0.222388	62	group-driven
11:1000000	1	K4_vs_K6	11	1000000	0.222326	26	group-driven
10:11400000	1	K2_vs_K4	10	11400000	0.221787	48	group-driven
14:1000000	1	K2_vs_K4	14	1000000	0.221761	41	group-driven
4:22400000	1	K1_vs_K6	4	22400000	0.221316	82	group-driven
11:4100000	1	K5_vs_K7	11	4100000	0.221059	40	group-driven
1:7500000	1	K6_vs_K7	1	7500000	0.22091	39	group-driven
17:13550000	1	K3_vs_K6	17	13550000	0.220627	31	group-driven
17:16250000	1	K5_vs_K7	17	16250000	0.219934	20	group-driven
12:6900000	1	K2_vs_K5	12	6900000	0.219697	51	group-driven
9:4100000	1	K2_vs_K7	9	4100000	0.219681	122	group-driven
9:4150000	1	K2_vs_K7	9	4150000	0.219681	122	group-driven
6:20000000	1	K5_vs_K7	6	20000000	0.219572	70	group-driven
6:9000000	1	K2_vs_K5	6	9000000	0.218563	88	group-driven
17:11150000	1	K5_vs_K7	17	11150000	0.218492	55	group-driven
3:3350000	1	K2_vs_K4	3	3350000	0.218175	36	group-driven
10:3050000	1	K5_vs_K7	10	3050000	0.217977	39	group-driven
4:2200000	1	K5_vs_K7	4	2200000	0.217607	51	group-driven
18:10700000	1	K5_vs_K7	18	10700000	0.217265	40	group-driven
8:19150000	1	K6_vs_K7	8	19150000	0.217125	28	group-driven
6:14150000	1	K2_vs_K5	6	14150000	0.216451	100	group-driven
7:23450000	1	K1_vs_K6	7	23450000	0.216338	85	group-driven
7:23500000	1	K1_vs_K6	7	23500000	0.216338	85	group-driven
3:2800000	1	K2_vs_K7	3	2800000	0.216156	21	group-driven
3:9250000	1	K2_vs_K4	3	9250000	0.216124	125	group-driven
3:9300000	1	K2_vs_K4	3	9300000	0.216124	125	group-driven
4:2350000	1	K2_vs_K4	4	2350000	0.215217	57	group-driven
6:13950000	1	K2_vs_K4	6	13950000	0.215195	55	group-driven
7:7600000	1	K3_vs_K6	7	7600000	0.214984	215	group-driven
7:7650000	1	K3_vs_K6	7	7650000	0.214984	215	group-driven
5:12050000	1	K4_vs_K6	5	12050000	0.214902	41	group-driven
18:28550000	1	K1_vs_K6	18	28550000	0.21465	84	group-driven
11:2850000	1	K3_vs_K6	11	2850000	0.213736	53	group-driven
6:20100000	1	K2_vs_K4	6	20100000	0.213252	138	group-driven
14:18050000	1	K2_vs_K7	14	18050000	0.212752	58	group-driven
2:300000	1	K2_vs_K7	2	300000	0.212506	41	group-driven
5:18600000	1	K1_vs_K6	5	18600000	0.212392	80	group-driven
3:8300000	1	K2_vs_K4	3	8300000	0.212188	91	group-driven
9:4800000	1	K2_vs_K4	9	4800000	0.211908	59	group-driven
17:11700000	1	K1_vs_K6	17	11700000	0.211757	52	group-driven
16:19850000	1	K3_vs_K6	16	19850000	0.211616	140	group-driven
16:19900000	1	K3_vs_K6	16	19900000	0.211616	140	group-driven
7:11850000	1	K3_vs_K6	7	11850000	0.21132	104	group-driven
7:11900000	1	K3_vs_K6	7	11900000	0.21132	104	group-driven
19:8000000	1	K2_vs_K4	19	8000000	0.211314	64	group-driven
13:24400000	1	K2_vs_K5	13	24400000	0.211285	77	group-driven
13:24450000	1	K2_vs_K5	13	24450000	0.211285	77	group-driven
4:21850000	1	K1_vs_K6	4	21850000	0.210668	70	group-driven
12:12150000	1	K6_vs_K7	12	12150000	0.210203	60	group-driven
9:14500000	1	K2_vs_K7	9	14500000	0.20986	26	group-driven
2:1650000	1	K2_vs_K4	2	1650000	0.209723	39	group-driven
4:22850000	1	K3_vs_K6	4	22850000	0.209641	128	group-driven
4:22900000	1	K3_vs_K6	4	22900000	0.209641	128	group-driven
16:15700000	1	K1_vs_K6	16	15700000	0.209626	63	group-driven
16:1250000	1	K2_vs_K7	16	1250000	0.209494	78	group-driven
6:10450000	1	K2_vs_K5	6	10450000	0.20935	106	group-driven
14:11300000	1	K3_vs_K6	14	11300000	0.209277	168	group-driven
14:11350000	1	K3_vs_K6	14	11350000	0.209277	168	group-driven
8:11900000	1	K1_vs_K6	8	11900000	0.209176	47	group-driven
1:5550000	1	K1_vs_K6	1	5550000	0.208925	64	group-driven
7:16050000	1	K2_vs_K7	7	16050000	0.208511	92	group-driven
18:11900000	1	K2_vs_K5	18	11900000	0.208367	50	group-driven
9:8650000	1	K2_vs_K7	9	8650000	0.207194	66	group-driven
11:18550000	1	K2_vs_K5	11	18550000	0.206345	67	group-driven
4:450000	1	K6_vs_K7	4	450000	0.206244	33	group-driven
17:16200000	1	K1_vs_K6	17	16200000	0.205729	57	group-driven
10:200000	1	K2_vs_K7	10	200000	0.205502	36	group-driven
6:10950000	1	K2_vs_K5	6	10950000	0.205371	84	group-driven
12:19350000	1	K2_vs_K7	12	19350000	0.205221	133	group-driven
8:7300000	1	K2_vs_K5	8	7300000	0.204994	63	group-driven
6:11750000	1	K5_vs_K6	6	11750000	0.20489	88	group-driven
4:19150000	1	K3_vs_K6	4	19150000	0.204657	31	group-driven
7:25150000	1	K2_vs_K5	7	25150000	0.203404	42	group-driven
14:6100000	1	K1_vs_K6	14	6100000	0.203298	33	group-driven
3:8750000	1	K3_vs_K6	3	8750000	0.202828	167	group-driven
6:20200000	1	K2_vs_K5	6	20200000	0.20265	70	group-driven
9:20800000	1	K1_vs_K6	9	20800000	0.20252	43	group-driven
8:11700000	1	K2_vs_K5	8	11700000	0.20251	67	group-driven
16:5800000	1	K3_vs_K6	16	5800000	0.202394	30	group-driven
11:4000000	1	K2_vs_K5	11	4000000	0.202075	73	group-driven
6:11800000	1	K2_vs_K5	6	11800000	0.201452	113	group-driven
8:12050000	1	K2_vs_K5	8	12050000	0.20094	25	group-driven
14:6050000	1	K2_vs_K7	14	6050000	0.200736	74	group-driven
15:5200000	1	K6_vs_K7	15	5200000	0.200004	72	group-driven
1:14750000	1	K6_vs_K7	1	14750000	0.200001	54	group-driven
16:21750000	1	K2_vs_K7	16	21750000	0.199582	82	group-driven
9:3750000	1	K2_vs_K7	9	3750000	0.199391	57	group-driven
7:950000	1	K3_vs_K6	7	950000	0.199345	28	group-driven
4:15700000	1	K3_vs_K6	4	15700000	0.199099	51	group-driven
6:10650000	1	K2_vs_K5	6	10650000	0.198862	35	group-driven
2:2700000	1	K2_vs_K5	2	2700000	0.198751	84	group-driven
2:2750000	1	K2_vs_K5	2	2750000	0.198751	84	group-driven
8:20700000	1	K5_vs_K6	8	20700000	0.198535	48	group-driven
7:28500000	1	K2_vs_K5	7	28500000	0.198404	99	group-driven
3:7150000	1	K2_vs_K6	3	7150000	0.198001	251	group-driven
3:7250000	1	K2_vs_K6	3	7250000	0.198001	251	group-driven
3:7300000	1	K2_vs_K6	3	7300000	0.198001	251	group-driven
18:9500000	1	K2_vs_K6	18	9500000	0.19757	41	group-driven
15:13550000	1	K3_vs_K6	15	13550000	0.196779	59	group-driven
2:18700000	1	K3_vs_K6	2	18700000	0.196521	23	group-driven
14:30350000	1	K5_vs_K6	14	30350000	0.196004	38	group-driven
18:34800000	1	K2_vs_K6	18	34800000	0.195555	211	group-driven
18:34850000	1	K2_vs_K6	18	34850000	0.195555	211	group-driven
2:2350000	1	K6_vs_K7	2	2350000	0.195167	40	group-driven
1:19550000	1	K6_vs_K7	1	19550000	0.195006	65	group-driven
1:17750000	1	K3_vs_K6	1	17750000	0.194498	52	group-driven
5:21050000	1	K4_vs_K6	5	21050000	0.19441	50	group-driven
3:9200000	1	K3_vs_K6	3	9200000	0.193773	95	group-driven
8:20450000	1	K5_vs_K6	8	20450000	0.193761	66	group-driven
9:18150000	1	K3_vs_K6	9	18150000	0.193526	103	group-driven
7:23900000	1	K5_vs_K6	7	23900000	0.193342	22	group-driven
1:7350000	1	K6_vs_K7	1	7350000	0.192555	29	group-driven
19:23700000	1	K3_vs_K6	19	23700000	0.192548	52	group-driven
10:1400000	1	K6_vs_K7	10	1400000	0.192506	21	group-driven
5:8150000	1	K3_vs_K6	5	8150000	0.192314	44	group-driven
11:2000000	1	K6_vs_K7	11	2000000	0.191721	85	group-driven
11:2050000	1	K6_vs_K7	11	2050000	0.191721	85	group-driven
11:2100000	1	K6_vs_K7	11	2100000	0.191721	85	group-driven
16:1150000	1	K6_vs_K7	16	1150000	0.191653	57	group-driven
8:22300000	1	K6_vs_K7	8	22300000	0.191643	21	group-driven
1:19100000	1	K6_vs_K7	1	19100000	0.19149	65	group-driven
13:400000	1	K3_vs_K6	13	400000	0.191331	23	group-driven
1:20000000	1	K6_vs_K7	1	20000000	0.190941	108	group-driven
1:20050000	1	K6_vs_K7	1	20050000	0.190941	108	group-driven
7:9400000	1	K3_vs_K6	7	9400000	0.190929	75	group-driven
17:6900000	1	K5_vs_K6	17	6900000	0.190275	31	group-driven
9:10400000	1	K2_vs_K6	9	10400000	0.189881	139	group-driven
9:10450000	1	K2_vs_K6	9	10450000	0.189881	139	group-driven
4:16200000	1	K3_vs_K6	4	16200000	0.189321	78	group-driven
17:15700000	1	K3_vs_K6	17	15700000	0.189075	199	group-driven
8:20150000	1	K5_vs_K6	8	20150000	0.188793	24	group-driven
7:11300000	1	K3_vs_K6	7	11300000	0.18864	28	group-driven
7:1550000	1	K6_vs_K7	7	1550000	0.188632	51	group-driven
1:1100000	1	K4_vs_K6	1	1100000	0.188285	64	group-driven
1:1150000	1	K4_vs_K6	1	1150000	0.188285	64	group-driven
1:1200000	1	K4_vs_K6	1	1200000	0.188285	64	group-driven
1:7700000	1	K6_vs_K7	1	7700000	0.188017	154	group-driven
1:7750000	1	K6_vs_K7	1	7750000	0.188017	154	group-driven
1:7800000	1	K6_vs_K7	1	7800000	0.188017	154	group-driven
7:1600000	1	K5_vs_K6	7	1600000	0.187934	54	group-driven
9:7300000	1	K3_vs_K6	9	7300000	0.187716	79	group-driven
10:2500000	1	K6_vs_K7	10	2500000	0.187007	27	group-driven
5:24750000	1	K6_vs_K7	5	24750000	0.186014	85	group-driven
2:5950000	1	K3_vs_K6	2	5950000	0.185921	48	group-driven
9:6200000	1	K3_vs_K6	9	6200000	0.185057	63	group-driven
